video_id,surprise,fear,sadness,disgust,anger,neutral,joy
068rdc75mHM,0.27972186084296025,0.27495385249401205,0.2785221448732248,0.06068371243566335,0.03987881869500251,0.032681388012618315,0.03351382201560685
0XaiAIUisq4,0.16810875160875158,0.22135209137709172,0.05707789575289573,0.10420164092664089,0.17289827863577867,0.15531648970398967,0.1210440476190476
1g1EilCSx8c,0.23973518218623474,0.2690844129554656,0.36050902834008103,0.05497186234817813,0.02700493927125506,0.024147044534412954,0.024502307692307698
1zS3Gk8oY3A,0.1330814882172524,0.033867419817209435,0.30385129540865863,0.1696271010896538,0.16742136152767295,0.07980796202395087,0.11219009601898808
21V7RzAgXzo,0.3433820997002188,0.3530488518713103,0.2505252959174211,0.018161470470068303,0.014951064684612296,0.009140458015267177,0.010775451988750502
2FTx7DV7sv8,0.39999999999999936,0.39999999999999936,0.19999999999999968,0.0,0.0,0.0,0.0
2mcZEI-hZew,0.1404139379184419,0.007470075065936294,0.3365303509839727,0.2304029214850886,0.09305719212822086,0.09293952120105511,0.09270367214445134
3ec7JE-Dk8c,0.3222001743679165,0.35111839581517024,0.28058517872711425,0.01644428945074106,0.01058221447253705,0.010056320836965997,0.009002266782911944
3inhQffPlAI,0.23459710055386737,0.1658184702496037,0.2930220747503234,0.13397080928636854,0.059212248324586825,0.05636710956693662,0.05690178807658202
3K8C3QuqXSI,0.24608722522522483,0.16387435585585558,0.27940404504504474,0.14005017567567524,0.057033702702702554,0.05681902702702688,0.05661436486486471
3PmIJdMiwDo,0.2560087774993038,0.22317010582010577,0.2899031746031747,0.09506421609579509,0.04915101225285438,0.04292691033138403,0.0436983180172654
4ChHc5jhZxs,0.3972795366795385,0.39813142857143047,0.19941698841698935,0.0009701930501930503,0.0016158301158301159,0.0014545945945945947,0.0011314285714285714
4ZZ8SBdnFcI,0.03268526019690577,0.24317727144866383,0.6326447116736992,0.019776624472573844,0.027303495077355834,0.024756715893108298,0.019652180028129393
58AmggiklQA,0.19039930853371492,0.09362696164362459,0.3116810859102238,0.17602986374762147,0.08017394526387439,0.0729560955402041,0.07498506116557153
6-3IHfmwLJs,0.34305029689608574,0.3618975168690951,0.2660694062078273,0.013080512820512818,0.0053597840755735485,0.005245290148448043,0.005286180836707151
67ZNLfeicio,0.36232621140353044,0.34138655994326056,0.21953292889890808,0.03487499683375971,0.013949998733503886,0.013949998733503886,0.013949998733503886
6XCge4stxjU,0.14263870562998182,0.013318577731007418,0.3432976039179159,0.22743166309143054,0.09110658517828914,0.09098640061520985,0.09102932367345246
75r77lxGzV8,0.2953072311827957,0.3606586021505377,0.3438933602150538,6.397849462365592e-05,2.559139784946237e-05,2.559139784946237e-05,2.559139784946237e-05
7LczMuFw65A,0.3269127080119533,0.288437158887683,0.23940076174354158,0.0659559335453832,0.026405947879267498,0.02641322676204363,0.026418898884687073
7Q-aVBv7PWM,0.11763029323308269,0.21057003759398488,0.4770985814536339,0.06452792982456142,0.05118543859649124,0.039484473684210535,0.039457368421052644
87E-IBSWsE8,0.1506994218500797,0.15826574960127587,0.4237051634768741,0.11594477671451363,0.05237468102073368,0.049421331738437026,0.049493102073365255
9xot3zZk6os,0.21111014863409017,0.15149766091808056,0.2227860692107588,0.11206881662039167,0.14462863409037155,0.06769154493619325,0.09012071435453206
A3j7nqx0Pgs,0.38158589068825827,0.3804954453441287,0.21472651821862304,0.009962712550607287,0.004443967611336033,0.004393866396761133,0.004383643724696356
aE4dN7o3Km8,0.2161257363417739,0.19350635587151052,0.31937689692345955,0.11056344638858952,0.05543749896342984,0.05390500041462812,0.05099953561655199
aG4RTb58xSs,0.12385080984719843,0.061962818336162996,0.39031110186757223,0.18478641765704584,0.0814177181663837,0.07932569779286926,0.07819394906621391
ak2s0hNdT24,0.20241388888888875,0.0925925925925926,0.30244351851851864,0.1829074074074076,0.07316296296296304,0.07316296296296304,0.07316296296296304
al-do-HGuIk,0.15614470856398574,0.2317067404754152,0.3690557473135787,0.06595818951481604,0.06595017909475742,0.05934431781178769,0.05181256919570174
aNabFZsr6oM,0.36600175871778307,0.36070361887228447,0.21621777055808292,0.020521936683271968,0.014101135297090464,0.01117433217818208,0.011263805862392604
AV0ot94-8qY,0.27600546184739,0.2359263604417672,0.2505193975903615,0.08968190261044182,0.05497869979919681,0.04430724397590363,0.04549745481927714
bCSv87ffQRE,0.2372886718158409,0.21081929426018467,0.2579319551718914,0.10119560805694386,0.07394438891412994,0.06022620021202486,0.05852106618203849
BEieYcoUqLA,0.1389340584119257,0.1658344691207788,0.35223516884697303,0.10209066017645271,0.09983544265287496,0.06918165500456344,0.0718172041375114
bgZSzlynJQ0,0.2514386803063695,0.17250095626673476,0.27966198771424855,0.13467509243911707,0.05387003697564683,0.05387003697564683,0.05387003697564683
bK9d2uwhjRM,0.073515195473251,0.2227113065843622,0.5659727880658433,0.041099804526748974,0.03879319958847737,0.028653940329218107,0.02922801440329219
BQHLXXeLkak,0.07730743034055726,0.1890808049535603,0.32608978328173366,0.08939316305469558,0.12230794633642932,0.10810178018575851,0.0876985552115583
BqnfmCu6fUk,0.32116752300920337,0.30828257603041204,0.25572411664665856,0.04935117647058824,0.0222518137254902,0.021922009803921574,0.021260980392156868
bybyUTIU-qo,0.1537981324278437,0.1681417232597624,0.4125483446519525,0.11116464346349755,0.053128416808149434,0.051529690152801386,0.04960089134125639
CapRqHdluYM,0.3558035964912277,0.35276957602339143,0.20059897660818699,0.02097805555555555,0.031850423976608186,0.01793498538011696,0.020050774853801172
CE4lD-r56Os,0.0906134490211035,0.09929300364437665,0.44441854352063703,0.12634798287990498,0.10568717306551399,0.058991342910416106,0.07453663276548846
CLeZyIID9Bo,0.3999999999999907,0.3999999999999907,0.19999999999999535,0.0,0.0,0.0,0.0
CmbpMjHxSrM,0.36927104642014175,0.3618888670338318,0.2067606608969316,0.016297049567269867,0.022316915814319438,0.009842879622344612,0.013608221872541309
D0vqGw_Xr9o,0.20927379032258028,0.11244297912713477,0.28567412239089185,0.17099696394686928,0.07497744307400389,0.0741134962049337,0.07238187855787487
DI6SemRT2iY,0.24343864672364662,0.24655270757020745,0.27644879833129826,0.06432699430199432,0.07090652625152626,0.04614133597883598,0.052146845746845756
euBRX9x8j_0,0.11515385338119438,0.25297887205184416,0.5625009058276519,0.03151812859861716,0.012607251439446866,0.012607251439446866,0.012607251439446866
eVajQPuRmk8,0.28579285917496416,0.3136609388335702,0.30016571834992883,0.035843698435277384,0.02333652916073969,0.021536586059743953,0.019638862019914653
ez9Sn7aM2ds,0.23972555976095283,0.24002250199202885,0.32379897543160535,0.07516011420982727,0.0471433399734395,0.03584005179282859,0.03824792031872518
feifSF7Ivxw,0.39977648404899996,0.39989153318078074,0.2001817202853695,2.8186835374882222e-05,4.6944407053439224e-05,4.2260061919504645e-05,3.28711805088168e-05
