video_id,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
7qIbG0A1S5A,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0
jJCoAL4Dq44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5gCkylR7xP0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091
mK45pGlFJQs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BhdqP5GCkwY,0.0,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
q4BTLKgoZTg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#NAME?,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
MFSuzuIn-X0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
bseg37z8bhU,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22R-JQRov_U,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
9mdJV5-eias,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfsT1_Kk_nM,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
L-l3v9_9-oU,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
uEX8vtCMqQE,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0
91ZI3IrojMU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZsM590lOkQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iVczYaR1hpA,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0
gfoujIXCMzc,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
EiMkclXWw5k,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0
hXVBDzNCvRA,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
xXHWBpNRSN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7cx-KSsYcjg,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
iw_zx1U1hWY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYb-wkehT1g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ae4n3FWXOvM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nOiEjQy-J7U,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0
aNHYlWz0Huw,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
i2pPzZ1fMvk,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091
4tzkBlDMS6E,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
qgC3iNmZimY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JfVVPAOjnK0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J2KznXCOT6M,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
eCUco_KrVrA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IuyZA-3xvWY,0.0,0.2,0.0,0.4,0.2,0.0,0.2,0.0
Ti0XVYcRR4s,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0
0QQ3Ync7DbI,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
9hbYDm6i2xI,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0
lO-3ADzJq3U,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
UUkn-enk2RU,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1IeIM9VbV58,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
TeBblVA8ChM,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
frEqqQcbiPg,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
dt__kig8PVU,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
UVO2GWwHb9Q,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0
V3X46GuRSHw,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
XpICoc65uh0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0
jlK1QzNTwgE,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0
qG0af8nliCE,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.0
#NAME?,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mYocfuqu2A8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bs6LBd43n4Q,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0
MXNXbaG1Xks,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5V-bruoTuXg,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
9v36PigFdno,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0
bXRaPdVrmZI,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
wtV3q9-G9qs,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
HMfyueM-ZBQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
usfr1zRrBzo,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
3ittn4f0Em4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
W59htJEYzOg,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0
TSC9y2kk9Bg,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
PTazqyeYg3Y,0.1,0.2,0.1,0.2,0.1,0.1,0.2,0.0
P2Rhrp_b5bM,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.25,0.0
pOAWgM8uGX4,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
KfJYCmEPdK8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
R-c_SM6_CZk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yZlaU4RZyu0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L9JN4HY6ooM,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
3SiHYzecr0U,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
q42qZ1oKnfw,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0
fi1dHvmT6C4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tHsOUeIVwd0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
H5X__VQxIZI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwkj59gX-fA,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0
UvbIgYZvqu0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
fPc0SQyD-ac,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0
KisPhy7T__Q,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0
h3-gCqxFBdg,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
WX2xHODzuN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2OeEYqTrgr4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
er_S8-1DrIo,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
aDp9i9oqSFs,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
wsJv_bJBHSY,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
mWaTWMouW3g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3GdyaVQ20I,0.0,0.2,0.0,0.2,0.2,0.1,0.2,0.1
gM2lT9KjeZU,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
Pol6Fjapcgk,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.25,0.0
rm-FjYW24JY,0.0,0.2,0.0,0.2,0.2,0.1,0.2,0.1
paJYAk6Lkmc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r4O4Xec60_k,0.0,0.4,0.0,0.2,0.2,0.0,0.2,0.0
yOfaCTrbGq4,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
xPFYXk44vK8,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
9qJxz_SX_as,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AJqQ4OdPcAo,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
AI2MbS-e_us,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
e07VQh1fqow,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0
au9VPCJlgao,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
UdT4t1mRnB0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
jNOAVTX8PPE,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
OTIoziNoz6w,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0
JeAAS2dvrJw,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111
kVv5uzTF0ws,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0
S1Yxnzmj2XU,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
i8v56npLv2s,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
klh-72Pcx9Y,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0
MFWF9dU5Zc0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0
5LXDVO-sSqk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNm0a2GKFS0,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0
sGkm_X7asP8,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
n8u73l8GIv8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
L83qMnbJ198,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0
QzHmZTN5uzo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ahWgxw9E_h4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YdXiyHaFeU4,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
tIQQbhvuIp8,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0
n-nHmYQf4Ek,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c34BtMNwTzE,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
FyQCiYPRbYg,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0
c80vGyzA0LI,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0
XkdZzOM2VGA,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
PYyR249CE5Q,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0
HnxbVOH4gvA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
QTMm-h60pdM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rgFgqZLHc7c,0.0,0.2,0.0,0.2,0.2,0.1,0.2,0.1
b-G5FDpAGYE,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0
0utooEV8F8o,0.0625,0.125,0.0625,0.25,0.125,0.125,0.1875,0.0625
dfWYi9MfwRw,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0
Enz1CaM1qaM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VlbcqU0Qgr8,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0
#NAME?,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aoZbQk8hHJ0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eMU-2CZ7nUo,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
MKx-QBMiyh4,0.0,0.125,0.0,0.125,0.25,0.25,0.125,0.125
oNJdUz6ug44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a8EACAeEt2o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0whIBSI0o80,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
daZ_1Q1hKk8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VD6d7_xEAq4,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0
Aw0m4QuBi5U,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
n207k52C3DM,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
qE9j4P0OioE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SWOYwcPEySE,0.0,0.2,0.0,0.4,0.2,0.0,0.2,0.0
wOUq1FLrtzI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QW-M-0gT1fQ,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
43uAputjI4k,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0
x0mC1jyLjiY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4_Gb_2r52Rw,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
T3jyfSTONEA,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
0Zln78CcFkA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1HEJmhVaCas,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0
wrfHPNRsO1A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Wwdjbvk_ZgI,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0
vfaoCGG_OVc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D842TOX7USA,0.0,0.125,0.0,0.125,0.25,0.25,0.125,0.125
5aNXHE_xxqI,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
FyU6HquTOgo,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
iEY-z_51tB4,0.0,0.2,0.0,0.2,0.2,0.1,0.2,0.1
OIhaviiFm7M,0.0,0.25,0.0,0.125,0.125,0.125,0.25,0.125
#NAME?,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
WoTkbS5eFmA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27KcrbeC9P4,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0
4OdOORa-7zI,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0
1YG-vYfz8yM,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
OO21Sq_CB0A,0.125,0.25,0.125,0.125,0.0,0.125,0.25,0.0
oAwtbll9AcU,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
dn_huK4Xioc,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
qKCCe3XmTRw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vdSYAIeYyr0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uwk26w7n3nA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5PYVvvJRd8,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0
_8OxQQqwGyw,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0
m8pGJBgiiDU,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
oawGxKUkEtE,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
Eu7PGesqLo4,0.08333333333333333,0.25,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333
fQZfFB0IecY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NB0vDnAZJP0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
VxRQo-1XR9E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NmyGak3l12Y,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4-mznKj3lHc,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
8hmQFU2hpJM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QJybujni60U,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
g-7t0C5meb8,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0
HlslkeVJCk8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3PxWQ9oT-LY,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
tRcRY9qCirg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dZL78Zr9qrA,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
bIqPXc5QU3U,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
iG68gwg1Bs0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
xiD3xnsFD2s,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.23529411764705882,0.058823529411764705
5JKzomcfAUw,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0
qMXO6Up6pvE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f9pxPNsLN_s,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
inD9csXlF1Q,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0
PuDEs9_Jsz0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AuQ9W7ReRf0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zmca421urfo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CkJ_n9ygZRw,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
vI2UHxMPk4I,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.2,0.06666666666666667
oQZQg4KT-YY,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
XBQDAZsV3PA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7779JrWy04g,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
t3al1PBx09A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6w7DmKXhRRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1LZabH1kO_M,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
KUzhD_wYgFg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfPkNGh_gaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XlA6XIj1sPk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EYBCRBRJpms,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
qfSTiAw1rkM,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0
KXHrCBkIxQQ,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0
i0lr6hfRG9s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BlV6YJAoNIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IfvzEXhhWNk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SInwi5u8ajk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
