video_id,surprise,fear,sadness,joy,disgust,anticipation,trust,anger
-8n2jeAXBP0,0.32247960000000003,0.35514246,0.29379938000000005,0.012286400000000001,0.00377494,0.00506954,0.00229948,0.0051462999999999995
-5Zx_a7Tq6U,0.201456125,0.23989162500000002,0.08133333333333335,0.2466013333333333,0.06787189583333333,0.03539716666666666,0.02265033333333333,0.1047279375
0856Uv4QmtI,0.3189566724226371,0.36250724469139,0.29893127880432446,0.011617172369776064,0.004719063421395764,0.0021790455269845373,0.0010895227634922686,0.0
-47qa2oVcO4,0.23818789905746432,0.33442054554938483,0.4223873852513661,0.003336113427856547,0.0016680567139282735,0.0,0.0,0.0
000aP84lPy8,0.20375713094245204,0.321995871559633,0.4628846538782318,0.00471697247706422,0.002891680567139283,0.001879399499582986,0.0005349457881567973,0.0013368015012510427
02GiAADD5rs,0.368,0.388,0.244,0.0,0.0,0.0,0.0,0.0
02imxB_NxXA,0.3578684530639731,0.37992466989898993,0.24699687703703707,0.00629312,0.0029343000000000004,0.0031194000000000005,0.0013822600000000002,0.0014799600000000002
-3QkxEKCKBE,0.3642636669971307,0.3782039274867421,0.2226676842861714,0.017979316411474978,0.004247206083686091,0.008390325428423058,0.004195162714211529,5.2043369474562134e-05
-aBP-c28_1M,0.1528014790787623,0.25230253859001406,0.4075184341596343,0.11733079184247536,0.020063096431082984,0.029793847837552744,0.014486580168776372,0.005671526635021099
-gv-sxP-4Os,0.3098936419377958,0.3480908397282493,0.2722008442546343,0.03428569012703216,0.009500471603220439,0.017012859585668123,0.008268231294085104,0.0007460367726874574
0AQWJwFGj1s,0.37917402752842616,0.38492603231597855,0.21286618791143033,0.007272651107121484,0.0057570317175344105,0.002612806702573309,0.0010574506283662476,0.006331418312387791
-51WN8fHamM,0.24117163556531285,0.3404393633369923,0.41838900109769483,0.0,0.0,0.0,0.0,0.0
-r9ABcN30Wg,0.22531363636363638,0.3210682964094729,0.39452303284950346,0.023912528647822763,0.012015355233002291,0.005929946524064171,0.003575668449197861,0.01366207028265852
0-mp77SZ_0M,0.37912637454288833,0.38084655802912687,0.19326098213712894,0.023383042645427968,0.005845760661356992,0.011691521322713984,0.005845760661356992,0.0
-4QPVo0UIzc,0.30773924674767267,0.35745396104244487,0.2954013735339182,0.026690239917279993,0.0044861882256377675,0.0014712464020769187,0.0009801283337618441,0.005766514858873623
03Y7sd_LLEU,0.29778514743589746,0.3531486730769231,0.3230039102564103,0.012564788461538464,0.0029955240384615385,0.005757971153846154,0.002878985576923077,0.0018646153846153845
-4lb0WVdpUc,0.2757116129032258,0.3428942752688173,0.3310086021505376,0.03445164129032256,0.004717288602150538,0.004691057204301076,0.002494906666666667,0.004017494193548387
-v_d-9YldL8,0.19264295994525354,0.27189001559750303,0.4138551839794811,0.07259198998200184,0.016216959231948873,0.017727546080239184,0.009103222581403995,0.0059572768974145126
01dljIcgiMw,0.15471004621197937,0.2589734855576927,0.40602517148644274,0.09754933064969104,0.024958753893550754,0.020925997429830985,0.009676401252744635,0.02714827109325799
-69WkDVMoAs,0.2892785768059182,0.35398749216710185,0.33794019255874674,0.013315124238468229,0.001857523444299391,0.0021757083333333333,0.0010878541666666667,0.0003530026109660574
022ampc_2gc,0.2459511805849266,0.26772014077687173,0.2798954887761919,0.09706693698144979,0.030856936052555642,0.049340040891105934,0.02352377838562151,0.005648219942369036
00W0Enslz40,0.2624996785714286,0.3085468214285714,0.32045964285714285,0.06048651190476191,0.021956747023809526,0.015058017857142858,0.007529008928571429,0.0034628571428571425
07s-cNFffDM,0.3467467394839432,0.34837216690540795,0.20608979254809395,0.035059104966154636,0.005261658184246549,0.0019475101290358952,0.0010729210361609836,0.055439081275123835
--86KAMJkrI,0.36638790371257485,0.36766582371257484,0.18438353293413173,0.04073484982035929,0.010213972455089823,0.020344184910179645,0.010176732455089823,9.300000000000001e-05
01_8XnNolN4,0.10038119692307693,0.23904291794871793,0.4797833415384615,0.09718124102564103,0.017704753846153845,0.024727016410256413,0.012387508205128206,0.02877162
06Ly7HD3oBI,0.3633022,0.3845522,0.24518333333333334,0.0034811333333333336,0.0008702833333333334,0.0017405666666666668,0.0008702833333333334,0.0
056FI2Pq9RY,0.30174071370260336,0.3596597776060328,0.3181680706483875,0.007305794084040421,0.003719275877140214,0.0021991856158317205,0.00138983467613938,0.0058173477898248544
03yaGEqUkQQ,0.34905327603511405,0.37652111759799833,0.24776144668579753,0.009165133091135268,0.005001769271002672,0.0025008846355013357,0.0016660621139084832,0.008330310569542415
-1XUzn3hfpk,0.31542328678700354,0.36669167566787003,0.31065935018050544,0.002358281155234657,0.0015965428880866427,0.000788641155234657,0.00040352,0.002078341155234657
-2luQijAnls,0.2692097955386038,0.34496072688395746,0.35958911234396673,0.0171931614655571,0.002454332726537217,0.0041335697526583455,0.0020667848763291728,0.0003875478502080444
-6GHzXRZGFk,0.14971872384089524,0.2694543354478644,0.5197225611370864,0.03413023515515672,0.010022366078465031,0.003278987558492062,0.002176726221736681,0.011486846090180993
-1ogMojnafk,0.282305095937438,0.34391140566131273,0.3531601717355741,0.003748264029347611,0.009370660073369027,0.003748264029347611,0.0,0.003748264029347611
-2DugohmEC8,0.27960375740618826,0.3515363833838051,0.3616391759973666,0.004088749335088874,0.0022915971033574717,0.00042806364713627394,0.0001303957603686636,0.00028178319947333777
0DJe7-QJNtg,0.3072630319148937,0.36078696808510646,0.31363031914893624,0.009159840425531916,0.002289960106382979,0.004579920212765958,0.002289960106382979,0.0
-7Zlq8WIlsI,0.27609214414414424,0.31524903265765764,0.246895259009009,0.09151729391891894,0.018111181869369365,0.03405903941441441,0.017013438626126125,0.0010495
-3jsfXDZLIY,0.28448174295573103,0.32507583525486927,0.292573591555054,0.04488451323815598,0.015020055928960406,0.022401338533745443,0.010757387692358011,0.004805980473924349
0CN0YVrEI0o,0.27691758917589177,0.32042804428044286,0.283729889298893,0.055038622386223854,0.009600615006150061,0.014485362853628536,0.007242681426814268,0.03254612546125461
09uFSfmo_fM,0.31486446838131743,0.36501975529270214,0.3014952592283991,0.006400333611342785,0.003492910758965805,0.0017464553794829024,0.0011634695579649708,0.0058173477898248544
03-KVRmd3xo,0.33653025326239266,0.36745859176300577,0.26265690028901734,0.015744242292870903,0.004139705870117358,0.0057703772552110694,0.003254608885093712,0.004448878579873883
0e_PgZwYiyk,0.3521986151524184,0.37183670816005,0.23355026187671216,0.016617580987798013,0.008441770163560576,0.006017029319782929,0.0028680209974498365,0.008466811207471647
09w9MTtZDEM,0.3433832227857979,0.3571599036392989,0.21076892880452355,0.044343972385189855,0.011085993096297464,0.022171986192594927,0.011085993096297464,0.0
-2Tw8t2yEtc,0.0770540940596512,0.19864566991181135,0.5623074883571144,0.047842266151407055,0.058674072161117724,0.029368835736226714,0.0038069948474038842,0.022248881168252084
08u8wwHu4N4,0.37700946340418817,0.3902799224579041,0.23074142472330553,0.0004501814575209071,0.0007534769965962626,0.00036002299213308385,4.51209341117598e-05,0.00036002299213308385
0gJ_do2cHYM,0.18408492159227985,0.3034416164053076,0.44195946924004836,0.027189987937273816,0.011146139927623642,0.007985645355850422,0.005210675512665863,0.018989022919179734
0hP-66DBzic,0.24689839142091152,0.34039705093833783,0.40680294906166226,0.0035372654155495977,0.0014707774798927613,0.0005957104557640751,0.00029785522788203754,0.0
0CYVGN98ZLA,0.17427566010998305,0.28702100338409475,0.39945473773265655,0.12526493760575297,0.006275915820642977,0.00045477770727580375,0.0003029679568527919,0.006881200190355329
0fGfeJ3LPE8,0.33498441449031174,0.36650075821398487,0.26076242628475144,0.018827211457455764,0.0047386689132266225,0.009389132266217355,0.0046994524010109525,9.793597304128054e-05
0J7tI4WCVNU,0.3118260257913248,0.34669495896834707,0.259232121922626,0.03586354044548652,0.016982708089097305,0.008344548651817116,0.00497461899179367,0.01608147713950762
0dcLWLqrPf0,0.37401150000000005,0.388836375,0.23077083333333334,0.0046252083333333345,0.0005068333333333333,0.0007406666666666667,0.00037033333333333335,0.0001365
0axy4RjWAfY,0.18017285662049862,0.29877923630655584,0.4473207756232687,0.05006213325946443,0.008461469676823638,0.009338440406278856,0.004671540203139428,0.0011790283102493075
0f-dyjACbB0,0.31334874245086036,0.32015038832596915,0.1521385040133918,0.18586456680803737,0.013167228009156567,0.003975896580483737,0.0012476647206005006,0.010004050361116535
0d5KdM4tzvI,0.36127031067861715,0.38418114650448143,0.24975288281690147,0.00217958,0.00047672,0.0008443599999999999,0.00042217999999999997,0.0008726399999999999
0N2K8M0lmdA,0.3847933884297521,0.39429752066115703,0.2209090909090909,0.0,0.0,0.0,0.0,0.0
0jH9T6ViKZs,0.3052854101995566,0.3399983148558758,0.23769401330376938,0.058504656319290464,0.01592430155210643,0.018810110864745013,0.010058359201773837,0.013716851441241684
0GKhtMuukcM,0.21213804640257242,0.3099480671723791,0.39966634099845105,0.03915139990262316,0.009850245722111168,0.01936245975114477,0.009681229875572385,0.00020216847372810676
0hXaeXGn69Q,0.3596652083333334,0.375081875,0.22660899999999998,0.019198666666666666,0.004706625,0.009537458333333334,0.004830833333333334,0.0003717083333333334
0bM5vyZBQFA,0.31030361128134715,0.3354011711340175,0.25568163056383697,0.03639107363103384,0.009080436313563943,0.006830213560410225,0.0031650507943236923,0.04313702659674959
0hSptYxWB3E,0.39555745833333333,0.3952251666666667,0.19841654166666667,0.004436083333333334,0.002132916666666667,0.0022270833333333335,0.000968875,0.001035125
0kbBo96LAnQ,0.17048650042992264,0.2854582975064488,0.41427343078245915,0.0974963026655202,0.009632416165090285,0.012860877042132417,0.006440412725709372,0.0033118658641444533
0bXFnUl7XhM,0.33630744056107753,0.3489725111279171,0.24252755598170556,0.02408506475079228,0.020569763774848746,0.012229959881878423,0.0037408189822817637,0.011556625072025355
0JgTXkYvRlA,0.1916222076190476,0.2519006457142857,0.2804288095238095,0.16157190857142853,0.02986100714285714,0.05394425428571429,0.027037087142857144,0.0036045599999999997
0ehfBoXBvyQ,0.38390006000000004,0.39250018000000003,0.21767680000000003,0.0031411599999999996,0.0006847,0.0006139399999999999,0.00038706,0.0010962
0g_kp-KoJOg,0.15354405079691513,0.25357671640102825,0.44491930262210805,0.056306840411311065,0.008676471156812339,0.007732560000000001,0.0038662800000000006,0.07136305850899743
0ipC-bjnH4A,0.3364186476282103,0.36679010378635035,0.23968832948619007,0.019627689741451206,0.0107115929941618,0.0053557964970809,0.003567973311092577,0.017839866555462887
0eSdOPcHum8,0.28009524058394164,0.2988310761313869,0.23990177357664236,0.10429318270072994,0.01761051204379562,0.030576666277372266,0.015288333138686133,0.013380462481751825
0G0bYpMQ-fI,0.3211317102962146,0.35852749710780496,0.2654875030267158,0.024568846619494735,0.008087165783314053,0.010726458338938363,0.005653471037692701,0.0058173477898248544
0bdZWrW6HnA,0.3283398150999237,0.35896835701851526,0.24239227813452258,0.039885728666852915,0.008648372319230982,0.008129452824378915,0.004478863158853513,0.009146290409081733
0i20rGNN-3A,0.18590673263464336,0.24161787312954877,0.3301836996797671,0.112527882852984,0.04850114579330422,0.018800752547307138,0.011786312227074236,0.05066604113537119
0fKtglMo5qw,0.12420336003673293,0.28077121602203975,0.5169235068424085,0.0547887086934601,0.008244726987899742,0.0026623934564966867,0.0017737025713050994,0.010608744598098532
0kz2JqsIESo,0.3287501660740676,0.3704986809183091,0.2892612447507426,0.005744954128440367,0.0014362385321100917,0.0028724770642201834,0.0014362385321100917,0.0
0FKctBraQj0,0.2585125777947767,0.3363404987300519,0.3642898952774508,0.03298832302129136,0.004122898968407995,0.001210884070058382,6.94954128440367e-05,0.002445563689008495
0ejaNRXaQzg,0.08663710472104576,0.2671192212131018,0.611510048491315,0.020922887280550764,0.008786796313419748,0.003349294653711267,0.0016746473268556335,0.0
0g_mr6Petxo,0.3732567083333334,0.3875174583333334,0.22736458333333337,0.009839916666666667,0.0007140833333333333,0.00044304166666666667,0.00023360416666666668,0.0006256874999999999
0M-pN2PDfT8,0.3687239366138449,0.38827147623019187,0.2430045871559633,0.0,0.0,0.0,0.0,0.0
0h-bHG8kz1g,0.2741495783295896,0.3202610195101235,0.2657252720825637,0.07302897644765322,0.017808327773144287,0.0288141229654569,0.014658651918521058,0.005547577582545782
0NrNsvwbOuI,0.19545523169451076,0.31744091188544155,0.46292849642004774,0.01208768,0.00302192,0.00604384,0.00302192,0.0
0h8eyHaoNMA,0.26554116673212674,0.3481042039410579,0.3805833347677161,0.0029442776735459663,0.0007946998123827393,0.001354878048780488,0.000677439024390244,0.0
0g1BiM1iuCA,0.19231067673046293,0.3040388661592447,0.4385760617808512,0.031703002502085076,0.008997643869891575,0.016089699749791492,0.007806651376146789,0.00047639699749791497
0G1lIBgk4PA,0.2592491248676667,0.3403811404043325,0.3630336945066448,0.02288238041411459,0.004427183668657342,0.0018652349179872115,0.0012425991932149762,0.0069097097987577995
0MxquUjCTi4,0.34679893165048553,0.36259989618122984,0.2533931558576052,0.011111466148867315,0.011612665372168285,0.007235226148867315,0.0017204000000000002,0.005522266148867315
0Biy-okZ0l8,0.2965089968555752,0.351502894064042,0.33634414767968857,0.005698020758064908,0.0030793407093627845,0.0013741074407741076,0.0009154154154154154,0.004577077077077077
0KKH7a72kLg,0.3337059927390472,0.3736888976107541,0.2837603640288476,0.0030401584653878236,0.0016591326105087575,0.0008295663052543787,0.0005526480400333612,0.002763240200166806
0Juc2cL26mg,0.398551209200472,0.398551209200472,0.1991586580722834,0.0018694617633862958,0.00046736544084657395,0.0009347308816931479,0.00046736544084657395,0.0
0KnbqSf9eWE,0.2669287511341277,0.3485468846778,0.3796537219862375,0.0027220183486238534,0.0009672018348623854,0.0007876146788990826,0.0003938073394495413,0.0
0idwRX0d6nM,0.36938177083333334,0.37422421875,0.19737213541666665,0.0295109375,0.007377734375,0.01475546875,0.007377734375,0.0
0kXpUaQpXMA,0.35731374449917486,0.3727699393608558,0.20831164886285597,0.03329809926378188,0.008361414462467923,0.004500945845786397,0.0028390065537660146,0.012594958610742477
0kubIMUboWs,0.2379109119309195,0.3380626188130914,0.4209428498245664,0.001592332331540652,0.00045273413908141847,0.000653023352793995,0.00033498748957464555,5.072977481234362e-05
0qaJMgNQBos,0.3125102873030584,0.3590480074142725,0.2961692307692308,0.015827247451343833,0.004353846153846154,0.008001853568118628,0.003912696941612604,0.00017645968489341985
0mVsr3bNURA,0.2688110797736296,0.2965869332643623,0.28582736610554005,0.0687743878221576,0.01546363032181565,0.0280904149471045,0.014047626155787446,0.022393952394566367
0Mk8ZJJEYPE,0.1683070196428058,0.24820861536912947,0.2701051522820741,0.2535928154208968,0.02235165274222772,0.009255008052687584,0.005277929380805844,0.022776930344252395
0qYk4MtD5Lw,0.23846672398968186,0.30380636285468615,0.3324079105760962,0.05502975064488392,0.010511263972484954,0.016430954428202926,0.008215477214101463,0.035122957867583834
0ogAVtIeJi0,0.3192817073170732,0.3390513066202091,0.23346864111498256,0.049789634146341466,0.008357839721254355,0.011867595818815331,0.005943902439024391,0.03222831010452962
0KfMfIeuO0k,0.28908988988988993,0.3545303303303304,0.3403653653653654,0.008007207207207209,0.002001801801801802,0.004003603603603604,0.002001801801801802,0.0
0lg5jjZIECw,0.29634794411177645,0.3611304790419162,0.34252157684630735,0.0,0.0,0.0,0.0,0.0
0neX1W1p7BU,0.13138502410256409,0.25871004205128206,0.5459222076923076,0.036987096410256416,0.016347226666666666,0.0032733353846153847,0.0014938676923076924,0.0058794461538461545
0IfqqUTW-i4,0.1401898293051637,0.2808114886710685,0.48588094036558155,0.05611664746194433,0.009762645294249543,0.017547584016255485,0.008773792008127742,0.0009054643601711678
0n02lrQ_5Vo,0.2999288767815395,0.35704534643066754,0.3219586594670506,0.009401798208835577,0.0031798129538843345,0.003994382476212863,0.0021157066676310353,0.002375417014178482
0poXFSvX0_4,0.32405100767754325,0.3528417946257198,0.24741151631477937,0.037834932821497115,0.009448992322456813,0.01891098848368522,0.009461996161228406,3.891554702495202e-05
0JBNAXfs4sU,0.29929501400560227,0.36223563025210087,0.3384693557422969,0.0,0.0,0.0,0.0,0.0
0l93AAJDH8o,0.2092487359744409,0.24257160127795527,0.10755076677316294,0.3418162158466454,0.03381021571884983,0.010634805750798722,0.007014004792332268,0.047184685686900964
0OSMZPJbm_g,0.14319314285714282,0.13944575824175826,0.05671164835164836,0.3253497582417582,0.0804404835164835,0.15663525274725276,0.07823393406593407,0.019985582417582415
0p8Cl8_wQew,0.35174840899448456,0.37218956300381845,0.22768349596945273,0.03067501060670344,0.005210564276622825,0.0043735256682223165,0.0024279168434450573,0.005680653372931693
0S7_LgTiHnA,0.24491970132107982,0.23950201033888568,0.11089718552556002,0.2028352670878805,0.04409069500287192,0.08231993107409535,0.04115996553704768,0.03425755313038483
0Ow-PV8tvaA,0.3466456650022697,0.369341988197912,0.24003631411711301,0.0219880163413527,0.005497004085338175,0.01099400817067635,0.005497004085338175,0.0
0O7b4nTRy2A,0.27974194194194196,0.3312773106439773,0.2906453953953953,0.058053803803803816,0.012736453119786453,0.013326142809476142,0.006616883550216884,0.007585952619285952
0O2AAw3gF9c,0.38504484848484855,0.39439181818181823,0.22056333333333333,0.0,0.0,0.0,0.0,0.0
0ppJvoonXxo,0.31997887931034485,0.3644739655172414,0.2917672413793103,0.00994853448275862,0.005261724137931034,0.0017149137931034484,0.0011424568965517242,0.005712284482758621
0oBkGzydFIw,0.08561002604436808,0.24983065814934227,0.5454789577273488,0.08889147748884157,0.017641038137087704,0.0025804003336113426,0.001580442035029191,0.008354472840136268
0oNSDhBsdNM,0.3001217853839037,0.33008492136910267,0.21721304347826087,0.10881031452358927,0.012844542090656798,0.011922340425531915,0.006405689176688252,0.012553885291396855
0nDpJBHVAxA,0.17209265963057452,0.23925538001950158,0.3252847064649463,0.1315522712707894,0.03438326776603051,0.06472170712113036,0.03206310543712898,0.000645016373939067
0qlxTw--4qw,0.39215352775164636,0.39374412041392287,0.1979303857008467,0.014872248353715898,0.000645719661335842,0.0,0.0,0.000645719661335842
0qDpJBC2cm0,0.37859350860230134,0.38136155080069184,0.1955250319218818,0.023045593058128578,0.005439636152053949,0.010388270953424808,0.005211244621255176,0.0004339962505627846
0oBwQHWeYxo,0.3466889186782958,0.37695392415406903,0.25773664007005387,0.006400333611342785,0.003492910758965805,0.0017464553794829024,0.0011634695579649708,0.0058173477898248544
0OIetiMoseA,0.20300372613803228,0.31129977973568285,0.4229016703377387,0.03583259911894274,0.006944988986784141,0.01293056167400881,0.006479129955947137,0.0006022026431718062
0oK4VOUmOkc,0.07582532763171305,0.25845650535185527,0.5776858330265523,0.048384902249519364,0.010936768465963254,0.01561240757572291,0.008028658216149922,0.005061864313361717
0PvJTnnythI,0.3298555979643766,0.37369584923664123,0.29644855279898225,0.0,0.0,0.0,0.0,0.0
0sbLLtSg30s,0.22257162910971554,0.269315958625785,0.3276107129663835,0.08450096047284818,0.02708034724787588,0.03257118581455486,0.01692408570373107,0.019423753232360546
0z6M26-BArs,0.2715190476190476,0.3364384453781513,0.34075840336134455,0.03144012605042017,0.006944887955182073,0.007157703081232493,0.0035788515406162463,0.0021563025210084032
0OVGAOJ7N-c,0.27645864917535273,0.3508721081196563,0.35560043536554137,0.00586697247706422,0.003201834862385321,0.0016009174311926604,0.0010665137614678899,0.00533256880733945
0tTiuploPMM,0.3341735613010842,0.36327080900750625,0.24666388657214347,0.025768140116763972,0.007993786488740617,0.010705421184320267,0.005638115095913261,0.005785446205170977
0vkHYRr4C0s,0.38192477064220187,0.39313202668890745,0.22457256046705587,0.0001853211009174312,4.63302752293578e-05,9.26605504587156e-05,4.63302752293578e-05,0.0
0whIBSI0o80,0.338825822287678,0.3469243495336279,0.2413883652430044,0.028733431516936667,0.014256946489936181,0.015158419243986256,0.006544869906725577,0.00817717231222386
0QLsoUid4kA,0.14357824727272728,0.29640391272727273,0.53455976,0.011528799999999999,0.00442444,0.00610712,0.00271084,0.00068544
0rTvy7_dOjY,0.2191238738738739,0.3321714527027027,0.4487046734234234,0.0,0.0,0.0,0.0,0.0
0QQ3Ync7DbI,0.21971861548256233,0.23610414584969674,0.28028416484813395,0.10120342457711526,0.06550400156481534,0.05699039662906791,0.019709787535324742,0.020446030065507662
0UE6IU2mhU8,0.2747711462450592,0.3224738636363636,0.34021506916996047,0.04054861660079051,0.019745355731225295,0.00021956521739130436,0.00010978260869565218,0.0019162055335968378
0SAch9eFwPI,0.29164197530864205,0.3045447971781305,0.18297103142103144,0.10788655430322097,0.02666409688909689,0.05114028790695458,0.02561414628914629,0.009535545935545937
0QpTqYoEzto,0.2600838359529524,0.34460602432786314,0.3823041477085321,0.011960719041278295,0.0005193075898801597,0.0,0.0,0.0005193075898801597
0utooEV8F8o,0.38480471226021684,0.3895330692243536,0.20363844870725603,0.017209257714762297,0.001501376146788991,0.0017751042535446206,0.0008899708090075063,0.0006404712260216848
10il-Tw99B0,0.3269565217391304,0.3726086956521739,0.30043478260869566,0.0,0.0,0.0,0.0,0.0
0x4ShWnA2rE,0.29204535186794095,0.3491202867072111,0.3212680278019114,0.01799309296264118,0.004251476976542138,0.008108079930495221,0.004054039965247611,0.0031589921807124235
0Vl4KLGzsww,0.3453609674728941,0.3753338615512928,0.2735195996663887,0.0030231025854879066,0.0008860925771476231,0.0012509174311926606,0.0006254587155963303,0.0
0tP7k4wqVJo,0.29606314390162847,0.3610236789631107,0.3429131771352609,0.0,0.0,0.0,0.0,0.0
0tFE2w0qGiY,0.33646669994342293,0.33383309799151345,0.17482488257425743,0.07204204000000002,0.020538334285714287,0.033470211428571435,0.015963985714285717,0.012855017142857143
0wdeqF6jd0Y,0.3668916644974846,0.38704580037504716,0.24383868191645908,0.0011119266055045873,0.0002779816513761468,0.0005559633027522936,0.0002779816513761468,0.0
0VdQUc1C1Fs,0.23168735274011432,0.3368827572775429,0.4314298899823429,0.0,0.0,0.0,0.0,0.0
0zOKPEfse5Q,0.20944523589269196,0.25019014801110084,0.26961748381128586,0.11700263644773354,0.023260592044403332,0.02696096207215541,0.013947271045328398,0.08955166512488437
0zYaA3V2KXY,0.2983554376657825,0.36188328912466844,0.3397612732095491,0.0,0.0,0.0,0.0,0.0
0TMOdymAFxM,0.3321606650552991,0.34287043160233405,0.21113953644701614,0.06030098075311084,0.014827770909120503,0.022669837056568765,0.011309876819909342,0.004716356779543771
0YASpeKMU3w,0.32313966226537105,0.36673140772741336,0.2990200752499742,0.005554427378620761,0.0013886068446551903,0.0027772136893103806,0.0013886068446551903,0.0
0YlEBUAclrY,0.25538359374999997,0.3110385416666666,0.2619791666666667,0.14958151041666673,0.008908593749999999,0.00176015625,0.0010764322916666665,0.010191796874999999
0tbRlEXrysU,0.275919415251141,0.3107884284978407,0.3082700234748131,0.037133048148325326,0.03282325677327393,0.013341553573669385,0.0016918262621178496,0.020000278442758826
0Vsy5KzsieQ,0.2997721429816749,0.35303922772272567,0.3072571724082687,0.029367013589478987,0.003548333356893457,0.003931359466221852,0.0018068807339449544,0.0012650556254505873
0Zln78CcFkA,0.2609877231171092,0.3455703090988246,0.3822159338267305,0.010323813670004353,0.0004482368306486721,0.0,0.0,0.0004482368306486721
0vS0E9bBSL0,0.3036835053949904,0.35168195980732175,0.29604250065510607,0.021622929017341048,0.007255844200385358,0.008700020616570327,0.004762760308285164,0.006253659999999999
0wv2pQVpyrc,0.3772773371924747,0.391479001447178,0.2312436613603473,0.0,0.0,0.0,0.0,0.0
0Ua-2YDWv4o,0.1626953028786362,0.16002773151939817,0.14039029635696298,0.2377188468771802,0.04985438620438621,0.08458276609943276,0.04239415248581915,0.12231415658082323
0xaoEjhsSX0,0.302794575,0.3575667,0.31070833333333336,0.011581924999999998,0.004770970833333334,0.004350566666666667,0.0024628666666666665,0.0057640625
0ZUNR1zxRYE,0.37290008333333335,0.3858734166666667,0.21785416666666668,0.008294083333333334,0.004279979166666667,0.002452458333333334,0.0015645625,0.00678125
0zayGVHDOBg,0.3011142798793516,0.30847497629302956,0.1776382867572292,0.1062164829138437,0.030089275023706973,0.03953063511830636,0.01885405817633416,0.018062823185988324
11yBPx-ymZA,0.354935861684328,0.38310094813162304,0.2619631901840491,0.0,0.0,0.0,0.0,0.0
1aaURPiZk1I,0.36752413314840504,0.3684846047156727,0.188372399445215,0.038927323162274624,0.010187794729542302,0.017302080443828017,0.008320943134535368,0.0008765603328710125
0SE5ioy3vCo,0.27227571111066257,0.35210339166649846,0.375620897222839,0.0,0.0,0.0,0.0,0.0
0URpDxIjZrQ,0.1583923814628534,0.30939714304857,0.5322104754885766,0.0,0.0,0.0,0.0,0.0
0yZujcBv8S4,0.3008978575034506,0.34809903015467686,0.2904533652630408,0.030205357275862925,0.007640663755996591,0.015122528512827211,0.007541414381517859,3.969974979149291e-05
0zD1GAlJRCE,0.2190781283377309,0.2866932757255937,0.38159377588390514,0.03930382839050132,0.03156673699208443,0.024463423060686017,0.007420312664907652,0.009860837730870712
0Z5UYgkPsQc,0.2970692701589949,0.34583018467770765,0.29270602486198816,0.032470738048903186,0.007993873002634471,0.01593570263579438,0.00796785131789719,2.6021684737281067e-05
0YjAFH3nTUo,0.31712903451052155,0.34626654594693507,0.24725760292772186,0.048023408307410795,0.01186930129917658,0.01948187798719122,0.00974093899359561,0.0002283623055809698
0_V7Hyqb4s8,0.3295136854307938,0.36160669523062694,0.25859882102839327,0.02978941191935308,0.008054996804402218,0.003586211675490445,0.00209973296361098,0.006742790697410886
